Bo_14_2b	Bo_15_2b	Bo_22_2b	Bo_23_2b	Bo_22_4b	Bo_23_4b	Bo_20_4b	Bo_21_4b	Bo_14_5b	Bo_15_5b	Bo_22_5b	Bo_23_5b	svz_EXTRA_14	svz_EXTRA_15	svz_18	svz_19
Vangl1	-0.66596980727154	-0.591394836240249	-0.767002544259746	-0.594174832366661	-0.419975540301713	-0.305238370151964	-0.170909389690881	-0.4466083095867	-0.645302723288975	-0.557130529493762	-0.519512615570484	-0.711638872022578	1.58023143575205	2.20741954164248	0.805883936474728	1.80132345637599
Tekt2	-0.72213703087784	-0.274473928249675	-0.711767300664656	-0.718901211770434	-0.44326477682158	-0.399081920266244	-0.488927900790259	-0.44418203549232	-0.356925389228126	-0.386778462238111	-0.623579711141557	-0.418840138923998	2.86443761728946	1.47258027763648	0.891472066565142	0.76036984497372
AC128059.1	-0.628090537221735	-0.245277503704461	-0.647909535274043	-0.627179858642939	-0.408707317275587	-0.486042123072046	-0.600873129365388	-0.313265809404412	-0.372654333448262	-0.403412932901912	-0.638942520458638	-0.474614063202355	2.68284841012546	1.28337706547369	1.75317168377081	0.127572504601824
Ccdc190	-0.742108263047151	-0.403971859026158	-0.724050687868362	-0.773161695499975	-0.33574200588479	-0.400998185593777	-0.304310940220105	-0.368869097686456	-0.342269966992302	-0.383858251286162	-0.87292657319131	-0.551133795248478	2.58616368925876	1.30885179660337	1.51885609940314	0.789529736279763
Efhb	-0.625021933896544	-0.273499409200936	-0.620989355964226	-0.623763589421111	-0.481176265271478	-0.481730336047491	-0.375084961991373	-0.481587846011895	-0.430266129369579	-0.152536212074483	-0.586694989562772	-0.643981404772935	2.96005783733454	1.44735873716153	0.969547595224511	0.399368263864247
AABR07005593.1	-0.586467671791327	-0.0794221296500564	-0.734768196372206	-0.584127642151007	-0.549362847329752	-0.549912370215424	-0.483627243393278	-0.549771049757948	-0.48579569808942	-0.14306836510678	-0.680457544201149	-0.685372582060322	2.58163673422263	1.20215651186961	1.72025054010372	0.608109553922706
AABR07068007.2	-0.562897017895453	-0.247229941231013	-0.724388701787651	-0.55944120516853	-0.386582393577773	-0.460405775820744	-0.0951617910759723	-0.460170982143138	-0.679725306075185	-0.674456899309022	-0.604077762293827	-0.755960428148111	2.51559929516849	1.44628407051126	1.57189084158541	0.676723997261262
Cfap65	-0.429960560977886	-0.176182477692787	-0.711366884338931	-0.438782647871671	-0.437376703083363	-0.460857036440345	-0.335476117454724	-0.460650137877713	-0.46269847762212	-0.361148148851325	-0.606436376916728	-0.582437312779833	3.09399487934822	1.15857408219043	1.1787486169633	0.0320553034054715
Dnah6	-0.637976588592755	-0.141202856713756	-0.670686298387537	-0.648687668294413	-0.457620556842277	-0.509083773341211	-0.630962551831395	-0.356273440222249	-0.383643928440301	-0.380111954152762	-0.604861539561726	-0.471996611889395	2.7588239760154	1.38272328163067	1.49686112560652	0.254699385017184
LOC108351482	-0.651137162604633	-0.606244873665904	-1.16514880189636	-0.606746417759274	-0.337033026485088	-0.320004649037827	-0.186241065908106	-0.426820941309285	-0.502426902892499	-0.563477255736507	-0.697105015760553	-0.493018510162842	1.70840327160942	1.59168374510843	1.61518466287217	1.64013294362886
AABR07007000.1	-0.326998630709001	-0.465095503977005	-0.120976259538445	-0.286940411556113	-0.493480710342743	-0.541561045843128	-0.562457556303115	-0.449539345258154	-0.796909947663501	-1.00938498721584	-0.810496963532561	-0.509229041515811	1.84883813623556	2.11074096341179	0.91649641247028	1.49699489133779
Hmgb2	-0.416736587798186	-0.184005571345099	-0.435040706863469	-0.404935521206542	-0.561582537297661	-0.539998346700015	-0.609268174986857	-0.539451097209712	-0.497770172997855	-0.447948495377757	-0.771676241112892	-0.640397979562058	2.75020032507115	1.67225800452633	0.942527536918151	0.683825565942465
Lca5l	-0.531835014699434	-0.117052851040352	-0.520260806250442	-0.528223344570859	-0.49996589555424	-0.500761035879448	-0.271537877903143	-0.57663707290414	-0.578256634742701	-0.493404315288424	-0.72791608879435	-0.733605598590804	2.68550170271094	1.15980704332782	1.64059122355182	0.593556566627762
Cfap44	-0.620120766182111	-0.353297640486556	-0.64669393744913	-0.636606656153162	-0.31500791191358	-0.376214050064847	-0.451185699719586	-0.260269216605529	-0.447939614880209	-0.446510856160169	-0.652470236744206	-0.533065202323442	2.86077975009138	1.48039258262049	1.28734734408836	0.110862111882299
AABR07045400.1	-0.682932042224603	-0.143503819672648	-0.680294320005779	-0.682108955048734	-0.345726378764987	-0.415912860047396	-0.62361122177716	-0.207664586242623	-0.555541642964416	-0.338548643419777	-0.622984275024044	-0.628170753726397	2.87436839768656	0.938380881130341	1.42920222204274	0.68504799805892
Ccdc153	-0.525661110811277	0.174044521827811	-0.726633257969188	-0.542044085903634	-0.565854637811399	-0.584965920299329	-0.565970421441722	-0.548262181050833	-0.441710993321762	-0.298398585349643	-0.600773308389897	-0.615098832813707	2.72471832587509	1.37685249085576	1.47472341727234	0.265034579331396
Prc1	-0.561743317751513	-0.0802000591621736	-0.559260953232331	-0.555977028653155	-0.402722805141268	-0.390728804364158	-0.416433855902547	-0.376840590414945	-0.461338734027775	-0.472885564835725	-0.739053972582707	-0.544063756636605	2.89139531358678	1.85980718631542	0.410048255499827	0.399998687302873
AC128059.4	-0.677408433387006	-0.124375035333168	-0.697136445868181	-0.676752699849514	-0.427211015114456	-0.464680744218264	-0.611707926469573	-0.335609481959932	-0.447682953128443	-0.365518916924588	-0.537028018310358	-0.54460324431913	2.69803995640121	1.4188115608832	1.55891043155189	0.233952966046313
RGD1564149	-0.605737286923496	-0.054923895119279	-0.604483085576108	-0.60534592007007	-0.445400540908349	-0.478773266347233	-0.47847411179181	-0.445707761824311	-0.413959380776038	-0.307600049807927	-0.544064904637475	-0.547764055668394	2.97219847724006	0.847553007853354	1.61860058666646	0.0938821876906237
Cfap57	-0.662377426354723	-0.175469490638139	-0.838879700947257	-0.704374755643351	-0.605117649102525	-0.565502506909094	-0.15555009397528	-0.687669219525788	-0.365359396679384	-0.179260306967137	-0.561622915715533	-0.584524372337701	2.35856425740652	1.0754689288427	2.06397675224865	0.587697896298046
Dnai1	-0.498159824243335	-0.0990132441645434	-0.686757811860315	-0.485080444751779	-0.431444920374652	-0.434222827804344	-0.301989785074456	-0.498336584079791	-0.698513643556154	-0.441544856556524	-0.784426429231548	-0.946346476035824	2.22939276370687	1.36759779194026	1.91014020242255	0.798706089663585
LOC684773	-0.593452942574842	-0.490585737509292	-0.327769278427044	-0.617350935686925	-0.44866701385001	-0.393850577949269	-0.391885957132408	-0.47875552814574	-0.597439390681192	-0.4309721825876	-0.386991641284075	-0.703433996527412	2.82563953837376	1.79973029413174	0.566516018032938	0.669269331817372
Kcnk16	-0.468222761847885	-0.172906329053262	-0.58838709525757	-0.465651326448173	-0.391280713785776	-0.446098723299794	-0.554081210892495	-0.337617575558664	-0.447394502334056	-0.330488432277121	-0.662310256213727	-0.611879298455043	3.07055991832262	0.860733324009027	1.45425924410958	0.0907657389823437
Tekt1	-0.346691119878372	-0.28009806925905	-0.567483741680574	-0.292063361121937	-0.614339246197001	-0.650034222341894	-0.0537163921492075	-0.748214693078085	-0.525056680122129	-0.490869733171728	-1.10596710670134	-0.78570042077996	1.86223056451333	1.80353137334694	1.24063132835607	1.55384152026493
AABR07045403.1	-0.570496665714357	-0.22018553760782	-0.566477984618825	-0.569242657672859	-0.585888324090328	-0.586109188638071	-0.480118892800187	-0.5860523890402	-0.376412017374352	-0.153464366867802	-0.585439889989241	-0.487065532108187	2.91827512741428	1.41376234792608	1.18146287558404	0.253453095597827
Iqcg	-0.656835720374549	-0.472457439186097	-0.688270159412202	-0.649815432551288	-0.423989208975872	-0.471369676590847	-0.241997216489152	-0.516407615652827	-0.475505961867655	-0.222858820997278	-0.465893407332513	-0.674480294545886	2.8583364843099	1.48925312732724	1.01437975408132	0.597911588257701
Odf3b	-0.621218871213984	-0.26641618639451	-0.33159258662703	-0.656958262648332	-0.377153812051187	-0.416494897675601	-0.153142054393553	-0.415993197910274	-0.680895252762246	-0.512547933444209	-0.82361847676601	-0.807008375360154	2.44740017381318	1.168485754357	1.95978497305425	0.487369006022666
Ccdc40	-0.745869965814608	-0.0248312303575558	-0.911054908959381	-0.74078160202483	-0.348236731625647	-0.350093141220762	-0.210493519349006	-0.395553168441318	-0.476190116004979	-0.488921258029977	-0.806504793332977	-0.585277334531048	2.59463583009512	1.36751534609887	1.45321324129113	0.668443352206968
Mns1	-0.700910860119214	-0.0361977059121082	-0.943146615126413	-0.665464381443408	-0.558961023972665	-0.51537197137473	-0.0557215152790001	-0.697670378881155	-0.474929904913576	-0.378598744733992	-0.554692645519934	-0.548027485930697	2.50188076996496	1.65707306540369	1.28788570915612	0.682853688682125
LOC102554658	-0.558951048782285	-0.116829194039917	-0.590721599706048	-0.55749119899137	-0.422870381387398	-0.423448898725118	-0.51532058673619	-0.392548106427198	-0.302419616315574	-0.418096396436226	-0.576347159581725	-0.25336203277684	3.35589146820759	0.808292683910347	0.793206895808619	0.171015171979332
AABR07071287.1	-0.629065307050837	-0.335029194166466	-0.804682479427941	-0.627248557058407	-0.383056781537384	-0.422186336792852	-0.383172940498884	-0.383710428653732	-0.309817750971826	-0.258826218655083	-0.650714372838211	-0.508194063540768	2.93536962563078	1.42439873574818	1.1421573414809	0.193778728332537
Cfap43	-0.505536877497413	-0.191603999111274	-0.560748107610765	-0.514233747962768	-0.439846396228093	-0.537948392816686	-0.713260253955341	-0.196608105887773	-0.44687326459848	-0.52873992077146	-0.713061959125645	-0.506996250280739	2.79438536578621	1.55531274275807	1.24916101260826	0.256598154693891
Tbxt	-0.600793587097398	-0.074559634988266	-0.709635651713665	-0.599667621923314	-0.51959165034194	-0.614811963782361	-0.519644007951898	-0.519886275916466	-0.33215654218244	-0.323001659461099	-0.518786358567108	-0.434004195377449	2.60713162537414	0.45374561075497	2.1423062536323	0.563355659541997
Ttll9	-0.299245858489125	-0.241449975490396	-0.144888107247666	-0.325301459546621	-0.633420709876657	-0.714743557695208	-0.242450682068269	-0.753055258044542	-0.682781977408691	-0.58721288778017	-0.882503221256912	-0.854296830057757	1.52006401966772	1.09014235808405	2.28373510075198	1.46740904645827
Ttc21a	-0.764679791120303	-0.100848469556829	-0.695869572584623	-0.778504663054809	-0.431240593201534	-0.433494239777301	-0.00344372845748901	-0.525859992325356	-0.438652526018662	-0.43158183961715	-0.856691726261534	-0.592991217136447	2.46194894440723	1.28124047202681	1.79866979649322	0.511999146184785
Dnah11	-0.746050758091192	-0.287698784017527	-0.82333517781266	-0.718384245249434	-0.0865064741219832	-0.214011388706589	-0.443546798116349	-0.00091927016203105	-0.604737145054884	-0.555561328088152	-0.892195025760486	-0.744669723853456	2.46923065324428	1.50159825193136	1.41655298683271	0.730234227026381
Ankrd66	-0.844181806406425	-0.25867560038665	-0.728896798899311	-0.841022858583322	-0.349777328921713	-0.52880130937155	-0.349997666497609	-0.351017207612503	-0.531772732882817	-0.245610211208832	-0.524867268525896	-0.719933902266943	2.09322855970707	2.1823754500597	0.833674017981892	1.16527666381491
Armc3	-0.650392880261803	-0.158475453642816	-0.712176593761403	-0.683209045370362	-0.351205246996241	-0.417278388033634	-0.351410096170778	-0.384635992548102	-0.516840112418043	-0.239744934927817	-0.6402406979232	-0.719653988219708	2.44438939347057	1.45322666264479	1.91560450777259	0.0120428663859616
Dynlrb2	-0.631160013482174	0.0682362560160694	-0.570340317285007	-0.673056666410159	-0.48397229586512	-0.604519053707351	-0.842921099590865	-0.32557669577929	-0.368994128713251	-0.271538080128094	-0.641790932962433	-0.541006436413315	2.72226002619518	1.39888129787492	1.41282704710571	0.35267109314519
Zic1	-0.409337527476009	-0.278585130230679	-0.435406536457841	-0.399280356625357	-0.350664478358312	-0.363578956538578	-0.571077374502143	-0.275668116774426	-0.790404943871139	-0.778715294606671	-0.808252508574659	-0.807692231764787	1.52160890179221	0.824061054882017	2.47260648968743	1.45038700941895
Cfap99	-0.370108040637874	0.318779188891854	-0.329430070561952	-0.374875297606348	-0.601343213050665	-0.708813407961628	-0.450784246190797	-0.663143351605271	-0.638145981787723	-0.553499035351657	-0.975909193830772	-0.838533481630911	2.20900009431481	1.12750820604821	1.88617610399921	0.963121726961509
AABR07065353.1	-0.669713444268738	0.154478404605516	-0.811636537662884	-0.668245257670813	-0.563831310421306	-0.564348484726768	-0.440031103264334	-0.564215483333471	-0.442480069261518	-0.181454029809992	-0.687208899548247	-0.691834605515035	2.3337107134949	1.17939286760281	1.95358775022876	0.663829489551114
Hist1h1c	-0.462402898234976	-0.435538675564526	-0.220768357491273	-0.508992549126443	-0.283687641483594	-0.340363145953219	0.0478732837438744	-0.427008707908233	-0.952530786679637	-0.897987211121589	-0.745290580098513	-0.952943116975868	2.38646401898153	1.62198677221573	1.23951881290662	0.931670782790116
Slc18a2	-0.51695465755686	0.0494137238649195	-0.35947647916766	-0.510754254647168	-0.651198435675733	-0.536131408331849	-0.360705604710956	-0.709969592259049	-0.596649850567856	-0.524904929196898	-0.41568122846677	-0.666592105585711	0.959201578708645	0.663247576462903	3.0000681998263	1.17708746730374
Casc1	-0.334765760809199	-0.208820640451337	-0.281398494394351	-0.234322311122339	-0.464273838950789	-0.552253747065771	-0.531881356889132	-0.450759037305879	-0.744913817659302	-0.581942948091855	-1.06150280023497	-0.986907784162003	1.91202745529657	1.20267024960051	1.88200219380979	1.43704263843006
Rgs3	-0.340629803304555	-0.315229907707025	-0.0422915538894861	-0.370390694461632	-0.533521256690091	-0.560340209484911	0.00106671429918846	-0.663450245960953	-0.813090670070352	-0.568206448318585	-0.962358769566987	-1.09552171262074	2.22607307122361	1.49845700985082	1.45868080955168	1.08075366715001
LOC108352861	-0.326100775227553	-0.493514371987724	-0.440591351114649	-0.303117233987752	-0.544606069053353	-0.64397876628689	-0.894828737978615	-0.452468498642337	-0.716249755721148	-0.413072263480336	-0.408390669128783	-0.887606304591946	2.14395974289409	1.46683664033379	1.36742043531374	1.54630797865947
Lrriq4	-0.667694214988746	-0.499318383771495	-0.661786984908671	-0.665850895290742	-0.690319067565842	-0.53540768841395	0.242745103939028	-0.690560233606124	-0.536893884034269	-0.529400146198684	-0.689659895228475	-0.394642989025498	2.11587619831119	2.0109807066149	1.06957436674754	1.12235800741984
Ect2l	-0.778302004291723	0.142171695248245	-0.369963712522878	-0.774340435955047	-0.492603095540877	-0.660811245540103	-0.242114076606898	-0.66054208998326	-0.414185549274485	-0.566107694855847	-0.909444455655731	-0.514732612190816	2.08768262023654	1.26909547306799	2.05484133463226	0.829355849232622
Dcdc5	-0.64073237307246	0.123280024118733	-0.864190484569238	-0.637206434066173	-0.485636560768147	-0.585651120471146	-0.48577319150318	-0.486405406191745	-0.489040602678128	-0.174411169519105	-0.682748768188703	-0.693857681131356	2.32319278860259	1.97845499337373	1.23204857470715	0.568677411357184
Col22a1	-0.476753705952559	-0.205747771854667	-0.615397257585185	-0.473786827790847	-0.638358877600257	-0.63862015112551	-0.638393367709978	-0.513557246518348	-0.390557165320345	-0.508856970218838	-0.386387851157645	-0.279362620639079	3.01035384913631	1.43975661265063	0.681598524051871	0.634070827634454
Tcf7l2	-0.318996702957216	-0.0988294172201484	0.10300011507254	-0.395975998118061	-0.494741538761851	-0.524481607291697	-0.394233156737408	-0.505599961799173	-0.857359217479556	-0.750885861164877	-0.697216213715571	-0.921156707453471	1.33595272007753	2.47728053522765	0.264151200357039	1.77909181196428
Tnc	-0.543803151646173	-0.816673960976579	0.400018834623406	-0.546679001913331	-0.626333688479229	-0.624397600200267	-0.376002887484923	-0.655653824664625	-0.506575079140186	-0.512407679223937	-0.346498030861231	-0.462390240367326	2.82101404456253	1.46480453611233	1.10262674029032	0.228950989369229
Cfap221	-0.727798215174309	0.184760901690298	-0.724330684852327	-0.726716190797521	-0.284510118177071	-0.376776752738911	-0.46723828002673	-0.285359501606504	-0.651018725030577	-0.553733518716175	-0.648991319201898	-0.655809426141428	2.71713433581478	1.61318919326636	0.924430908254326	0.662767393437683
Lef1	-0.670291172816191	-0.687804391629881	-0.696987133624666	-0.679691549850965	-0.559336874549143	-0.497949661797754	0.37032718896968	-0.713072966984744	-0.527499305617727	-0.553398746307795	-0.509004438518864	-0.508441023040591	1.13062467488039	1.9073416718951	0.964951016510634	2.23023271248251
